is_sarcastic,headline,article_link
0,Manushi Chhillar plans to have a sustainable garden at home,https://www.canindia.com/manushi-chhillar-plans-to-have-a-sustainable-garden-at-home/
0,India to host Global Film Summit in 2021,https://www.canindia.com/india-to-host-global-film-summit-in-2021/
0,Madhuri Dixit enjoys jamming session with husband and sons,https://www.canindia.com/madhuri-dixit-enjoys-jamming-session-with-husband-and-sons/
0,Esha Gupta flaunts washboard abs in new Insta post,https://www.canindia.com/esha-gupta-flaunts-washboard-abs-in-new-insta-post/
0,Raveena Tandon jumps with joy as her Instafam crosses 5 Million mark,https://www.canindia.com/raveena-tandon-jumps-with-joy-as-her-instafam-crosses-5-million-mark/
0,Nidhi Bhavsar to play character with grey shades in ‘Pinjara Khubsurti Ka’,https://www.canindia.com/nidhi-bhavsar-to-play-character-with-grey-shades-in-pinjara-khubsurti-ka/
0,Nushrratt Bharuccha’s sultry avatar in a hot pink bikini burns social media,https://www.canindia.com/nushrratt-bharucchas-sultry-avatar-in-a-hot-pink-bikini-burns-social-media/
0,"Arjun Rampal seeks a week’s time after being summoned by NCB, says he’s busy...",https://www.canindia.com/arjun-rampal-seeks-a-weeks-time-after-being-summoned-by-ncb-says-hes-busy-with-personal-work/
0,Supreme Court proceeds with contempt cases against comedian Kunal Kamra & cartoonist Rachita Taneja,https://www.canindia.com/supreme-court-proceeds-with-contempt-cases-against-comedian-kunal-kamra-cartoonist-rachita-taneja/
0,YouTube star CarryMinati to make Bollywood debut with Ajay Devgn’s ‘MayDay’,https://www.canindia.com/youtube-star-carryminati-to-make-bollywood-debut-with-ajay-devgns-mayday/
0,How Tina Fey saved a man’s life during pandemic,https://www.canindia.com/how-tina-fey-saved-a-mans-life-during-pandemic/
0,It’s terrible! Why George Clooney can’t watch his 1997 film ‘Batman & Robin’,https://www.canindia.com/its-terrible-why-george-clooney-cant-watch-his-1997-film-batman-robin/
0,NCB notice to Karan Johar to share details of 2019 party video by Friday,https://www.canindia.com/ncb-notice-to-karan-johar-to-share-details-of-2019-party-video-by-friday/
0,Ranveer Singh shares his mantra for success,https://www.canindia.com/ranveer-singh-shares-his-mantra-for-success/
0,Genelia has the perfect birthday wish for husband Riteish Deshmukh as he turns 42,https://www.canindia.com/genelia-has-the-perfect-birthday-wish-for-husband-riteish-deshmukh-as-he-turns-42/
0,Anushka Sharma complains about baby bump in a hilarious new post,https://www.canindia.com/anushka-sharma-complains-about-baby-bump-in-a-hilarious-new-post/
0,Why Shamita Shetty finds Bigg Boss ‘disturbing’,https://www.canindia.com/why-shamita-shetty-finds-bigg-boss-disturbing/
0,Kylie Jenner tops Forbes’ Highest-Paid Celebrity List of 2020,https://www.canindia.com/kylie-jenner-tops-forbes-highest-paid-celebrity-list-of-2020/
0,"After battling stroke, actor Rahul Roy to undergo angiography of brain and heart",https://www.canindia.com/after-battling-stroke-actor-rahul-roy-to-undergo-angiography-of-brain-and-heart/
0,Kylie Jenner embraces her natural hair ahead of Christmas,https://www.canindia.com/kylie-jenner-embraces-her-natural-hair-ahead-of-christmas/
0,A great actor isn’t necessarily a great human being: Swara Bhasker,https://www.canindia.com/a-great-actor-isnt-necessarily-a-great-human-being-swara-bhasker/
0,Miley Cyrus reveals her family’s bizarre Christmas traditions,https://www.canindia.com/miley-cyrus-reveals-her-familys-bizarre-christmas-traditions/
0,Pankaj Tripathi’s ‘Kaagaz’ set for January 2021 digital release,https://www.canindia.com/pankaj-tripathis-kaagaz-set-for-january-2021-digital-release/
0,Can’t be around my family anymore: Jessica Alba talks about balancing work & home,https://www.canindia.com/cant-be-around-my-family-anymore-jessica-alba-talks-about-balancing-work-home/
0,Dhyan Chand biopic to be helmed by ‘Udta Punjab’ director Abhishek Chaubey,https://www.canindia.com/dhyan-chand-biopic-to-be-helmed-by-udta-punjab-director-abhishek-chaubey/
0,Singer Lizzo proud of detox diet despite facing flak on social media,https://www.canindia.com/singer-lizzo-proud-of-detox-diet-despite-facing-flak-on-social-media/
0,"Aamir Ali visits Remo D’Souza in the hospital, shares health update with pics",https://www.canindia.com/aamir-ali-visits-remo-dsouza-in-the-hospital-shares-health-update-with-pics/
0,VJ Chitra’s husband Hemnath arrested for abetment to suicide,https://www.canindia.com/vj-chitras-husband-hemnath-arrested-for-abetment-to-suicide/
0,"Society, cinema, media played commendable role in pandemic too: Naqvi",https://www.canindia.com/society-cinema-media-played-commendable-role-in-pandemic-too-naqvi/
0,Rapper Eminem surprises fans with new album ‘Music To Be Murdered By – Side...,https://www.canindia.com/rapper-eminem-surprises-fans-with-new-album-music-to-be-murdered-by-side-b/
0,Neha Kakkar shows off pregnant belly in new post with husband Rohanpreet Singh,https://www.canindia.com/neha-kakkar-shows-off-pregnant-belly-in-new-post-with-husband-rohanpreet-singh/
0,Jennifer Lopez to star in Netflix adaptation of ‘The Cipher’,https://www.canindia.com/jennifer-lopez-to-star-in-netflixs-film-adaptation-of-the-cipher/
0,Anupam Kher gifts his new book to author Ruskin Bond in Mussoorie,https://www.canindia.com/anupam-kher-gifts-his-new-book-to-author-ruskin-bond-in-mussoorie/
0,Tom Cruise to take early break from ‘Mission Impossible’ shoot following on-set rants,https://www.canindia.com/tom-cruise-to-take-early-break-from-mission-impossible-shoot-following-on-set-rants/
0,Koffee with NCB: Karan Johar trolled after NCB notice for 2019 house party,https://www.canindia.com/koffee-with-ncb-karan-johar-trolled-after-ncb-notice-for-2019-house-party/
0,Khloe Kardashian spotted on a dinner date with Tristan Thompson in Boston,https://www.canindia.com/khloe-kardashian-spotted-on-a-dinner-date-with-tristan-thompson-in-boston/
0,Arjun Mathur gears up for ‘Made In Heaven’ season 2,https://www.canindia.com/arjun-mathur-gears-up-for-made-in-heaven-season-2/
0,Kangana Ranaut drops action rehearsal video from upcoming film ‘Dhaakad’,https://www.canindia.com/kangana-ranaut-drops-action-rehearsal-video-from-upcoming-film-dhaakad/
0,Amy Adams to return as Princess Giselle in ‘Enchanted’ sequel ‘Disenchanted’,https://www.canindia.com/amy-adams-to-returns-a-princess-giselle-in-enchanted-sequel-disenchanted/
0,Hayden Christensen to reprise Darth Vader in the Obi-Wan ‘Star Wars’ spin-off series,https://www.canindia.com/hayden-christensen-to-reprise-darth-vader-in-the-obi-wan-star-wars-spin-off-series/
0,How Meghan Trainor is ‘crushing’ pregnancy,https://www.canindia.com/how-meghan-trainor-is-crushing-pregnancy/
0,Marvel won’t recast Chadwick Boseman’s T’Challa in ‘Black Panther’ sequel,https://www.canindia.com/marvel-wont-recast-chadwick-bosemans-tchalla-in-black-panther-sequel/
0,Lorde recalls a tricky situation during harsh Antarctica trip,https://www.canindia.com/lorde-recalls-a-tricky-situation-during-harsh-antarctica-trip/
0,"Remo D’Souza is stable and doing fine now, family confirms after angioplasty",https://www.canindia.com/remo-dsouza-is-stable-and-doing-fine-now-family-confirms-after-angioplasty/
0,Atul Kulkarni cherishes meeting with Malala Yousafzai’s father,https://www.canindia.com/atul-kulkarni-cherishes-meeting-with-malala-yousafzais-father/
0,Britney Spears collaborates with Backstreet Boys on ‘Matches’,https://www.canindia.com/britney-spears-collabs-with-backstreet-boys-on-matches/
0,Jeff Daniels on ‘The Comey Rule’ and learning the meaning of apolitical,https://www.canindia.com/jeff-daniels-on-the-comey-rule-and-learning-the-meaning-of-apolitical/
0,"Kiara Advani is back at the cinemas, watches her own film ‘Indoo Ki Jawani’...",https://www.canindia.com/kiara-advani-is-back-at-the-cinemas-watches-her-own-film-indoo-ki-jawani-with-family/
0,How Kristen Bell ‘saved’ husband Dax Shepard after major drug relapse,https://www.canindia.com/how-kristen-bell-saved-husband-dax-shepard-after-major-drug-relapse/
0,‘The Exorcist’ reboot reportedly in the works with ‘Halloween’ director David Gordon Green,https://www.canindia.com/the-exorcist-reboot-reportedly-in-the-works-with-halloween-director-david-gordon-green/
0,Guru Randhawa ‘regrets’ flouting Covid-19 protocols after being arrested by Mumbai Police,https://www.canindia.com/guru-randhawa-regrets-flouting-covid-19-protocols-after-being-arrested-by-mumbai-police/
0,Liam Payne hopes for ‘a lot more’ from One Direction,https://www.canindia.com/liam-payne-hopes-for-a-lot-more-from-one-direction/
0,How the 80s influenced Pedro Pascal,https://www.canindia.com/how-the-80s-influenced-pedro-pascal/
0,‘The White Tiger’ to release globally on Netflix this January,https://www.canindia.com/the-white-tiger-to-release-globally-on-netflix-this-january/
0,Melvin Louis donates his tresses to cancer cause,https://www.canindia.com/melvin-louis-donates-his-tresses-to-cancer-cause/
0,John Legend warns social media followers about online scam,https://www.canindia.com/john-legend-warns-social-media-followers-about-online-scam/
0,Ed Sheeran unveils new track ‘Afterglow’,https://www.canindia.com/ed-sheeran-unveils-new-track-afterglow/
0,"Madhuri Dixit, Urmila Matondkar laud Govinda’s dancing skills on actor’s 57th birthday",https://www.canindia.com/madhuri-dixit-urmila-matondkar-laud-govindas-dancing-skills-on-actors-57th-birthday/
0,His sob story starts again: Kangana Ranaut attacks Hrithik Roshan’s legal move,https://www.canindia.com/his-sob-story-starts-again-kangana-ranaut-attacks-hrithik-roshans-legal-move/
0,Case filed against Saif Ali Khan over controversial Adipurush interview,https://www.canindia.com/case-filed-against-saif-ali-khan-for-controversial-adipurush-interview/
0,Karan Johar ventures into talent management,https://www.canindia.com/karan-johar-ventures-into-talent-management/
0,"Here’s to my best filmmaking experience yet, says Shahid Kapoor as he wraps up...",https://www.canindia.com/heres-to-my-best-filmmaking-experience-yet-says-shahid-kapoor-as-he-wraps-up-jersey/
0,My marriage is not a publicity stunt: Rakhi Sawant says she’s ‘pleading’ with husband...,https://www.canindia.com/my-marriage-is-not-a-publicity-stunt-rakhi-sawant-says-shes-pleading-with-husband-to-reveal-identity/
0,J&K govt ropes in filmmaker Imtiaz Ali to promote local art and culture,https://www.canindia.com/jk-govt-ropes-in-filmmaker-imtiaz-ali-to-promote-local-art-and-culture/
0,Shilpa Shetty shares the benefits of laughing freely,https://www.canindia.com/shilpa-shetty-shares-the-benefits-of-laughing-freely/
0,Amitabh Bachchan has a hilarious idea to protect 2021 from evil,https://www.canindia.com/amitabh-bachchan-has-a-hilarious-idea-to-protect-2021-from-evil/
0,"Deepti Naval on working with the ‘young, exciting lot’ in Criminal Justice 2",https://www.canindia.com/deepti-naval-on-working-with-the-young-exciting-lot-in-criminal-justice-2/
0,Chris Pine in talks to star in fantasy adaption of ‘Dungeons and Dragons’,https://www.canindia.com/chris-pine-in-talks-to-star-in-fantasy-adaption-of-dungeons-and-dragons/
0,"Kangana Ranaut launches fresh attack on Priyanka Chopra & Diljit Dosanjh, accuses them of...",https://www.canindia.com/kangana-ranaut-launches-fresh-attack-on-priyanka-chopra-diljit-dosanjh-accuses-them-of-misleading-farmers/
0,Chris Evans to voice Buzz Lightyear in new Pixar movie,https://www.canindia.com/chris-evans-to-voice-buzz-lightyear-in-new-pixar-movie/
0,"Ranveer Singh poses alongside Yash Chopra’s statue, captions it ‘Blessings on Blessings’",https://www.canindia.com/ranveer-singh-poses-alongside-yash-chopras-statue-captions-blessings-on-blessings/
0,Ajay Devgn starts filming for next directorial ‘MayDay’,https://www.canindia.com/ajay-devgn-starts-filming-for-next-directorial-mayday/
0,"Releasing ‘Durgamati’ on OTT is a boon, feels Bhumi Pednekar",https://www.canindia.com/releasing-durgamati-on-ott-is-a-boon-feels-bhumi-pednekar/
0,"Mona Singh hasn’t watched the original version of ‘Black Widows’, here’s why",https://www.canindia.com/mona-singh-hasnt-watched-the-original-version-of-black-widows-heres-why/
0,Patty Jenkins to be the first woman to direct a ‘Star Wars’ film,https://www.canindia.com/patty-jenkins-to-be-the-first-woman-to-direct-a-star-wars-film/
0,Ellen DeGeneres tests positive for Covid-19,https://www.canindia.com/ellen-degeneres-tests-positive-for-covid-19/
0,Holiday Special! BTS drops all-new festive Dynamite remix,https://www.canindia.com/holiday-special-bts-drops-all-new-festive-dynamite-remix/
0,‘Tragedy King’ Dilip Kumar turns 98: Bollywood shares wishes and love,https://www.canindia.com/tragedy-king-dilip-kumar-turns-98-bollywood-shares-wishes-and-love/
0,Demi Lovato misses late co-star Naya Rivera,https://www.canindia.com/demi-lovato-misses-late-co-star-naya-rivera/
0,Vikas Khanna keeps his promise to Neena Gupta,https://www.canindia.com/vikas-khanna-keeps-his-promise-to-neena-gupta/
0,Jacqueline Fernandez flaunts washboard abs with pop philosophy,https://www.canindia.com/jacqueline-fernandez-flaunts-washboard-abs-with-pop-philosophy/
0,"Om Puri shot despite typhoid, recalls wife Nandita about his upcoming last film",https://www.canindia.com/om-puri-shot-despite-typhoid-recalls-wife-nandita-about-his-upcoming-last-film/
0,"Sara Ali Khan posts workout video, gets trolled by Varun Dhawan & Ranveer Singh",https://www.canindia.com/sara-ali-khan-posts-workout-video-gets-trolled-by-varun-dhawan-ranveer-singh/
0,"On Raj Kapoor’s 96th birth anniversary, Bollywood brigade shares nostalgic posts",https://www.canindia.com/on-raj-kapoors-96th-birth-anniversary-bollywood-brigade-shares-nostalgic-posts/
0,"Dwayne Johnson gets ‘nasty’ with chains, shows off his Black Adam muscles",https://www.canindia.com/dwayne-johnson-gets-nasty-with-chains-shows-off-his-black-adam-muscles/
0,Sia calls Shia LaBeouf a ‘pathological liar’ following FKA twigs’ abuse allegations,https://www.canindia.com/sia-calls-shia-labeouf-a-pathological-liar-following-fka-twigs-abuse-allegations/
0,"Actor Arya Banerjee’s death was not homicide, autopsy confirms",https://www.canindia.com/actor-arya-banerjees-death-was-not-homicide-autopsy-confirms/
0,Anushka Sharma wishes Virat Kohli on 3rd anniversary: Three years of us and very...,https://www.canindia.com/anushka-sharma-wishes-virat-kohli-on-3rd-anniversary-three-years-of-us-and-very-soon-three-of-us/
0,Deepti Naval wants Covid-19 vaccine to be made available to everyone in India,https://www.canindia.com/deepti-naval-wants-covid-19-vaccine-to-be-made-available-to-everyone-in-india/
0,Demi Lovato is back in the studio,https://www.canindia.com/demi-lovato-returns-to-the-studio/
0,Opening soon for consultation: Ayushmann Khurrana to play ‘Doctor G’ in new campus comedy,https://www.canindia.com/opening-soon-for-consultation-ayushmann-khurrana-to-play-doctor-g-in-new-campus-comedy/
0,Rakul Preet Singh tests positive for Covid-19,https://www.canindia.com/rakul-preet-singh-tests-positive-for-covid-19/
0,‘Bridgeman of India’ Girish Bhardwaj gets a biopic,https://www.canindia.com/bridgeman-of-india-girish-bhardwaj-gets-a-biopic/
0,TV couple Mohit and Addite Malik expecting their first child,https://www.canindia.com/tv-couple-mohit-and-addite-malik-expecting-their-first-child/
0,"Katrina Kaif champions right to education, urges fans to donate for lesser privileged kids",https://www.canindia.com/katrina-kaif-champions-right-to-education-urges-fans-to-donate-for-lesser-privileged-kids/
0,Tom Hanks willing to take Covid-19 vaccine publicly to prove it’s safe,https://www.canindia.com/tom-hanks-willing-to-take-covid-19-vaccine-publicly-to-prove-its-safe/
0,Gal Gadot hints at crossover between Wonder Woman and Black Adam,https://www.canindia.com/gal-gadot-hints-at-crossover-between-wonder-woman-and-black-adam/
0,The Book of Boba Fett to get standalone ‘Star Wars’ spinoff TV series,https://www.canindia.com/the-book-of-boba-fett-to-get-standalone-star-wars-spinoff-tv-series/
0,"Was sometimes foolish, but persistent: Ranveer Singh on marking 10 years in Bollywood",https://www.canindia.com/was-sometimes-foolish-but-persistent-ranveer-singh-on-marking-10-years-in-bollywood/
0,How Mahie Gill avoids repeating herself on screen,https://www.canindia.com/how-mahie-gill-avoids-repeating-herself-on-screen/
0,Arunoday & Nidhi Singh back in season two of crime thriller ‘Apharan Sabka Katega’,https://www.canindia.com/arunoday-nidhi-singh-back-in-season-two-of-crime-thriller-apharan-sabka-katega/
0,Nushrratt Bharuccha has a few tips to help you sleep after watching horror films,https://www.canindia.com/nushrratt-bharuccha-has-a-few-tips-to-help-you-sleep-after-watching-horror-films/
0,Cricketer Yuvraj Singh’s father Yograj Singh dropped from ‘The Kashmir Files’ over blasphemous speech...,https://www.canindia.com/cricketer-yuvraj-singhs-father-yograj-singh-dropped-from-the-kashmir-files-over-blasphemous-speech-during-farmers-protest/
0,Johnny Depp heads to UK court of appeal in a bid to overturn ‘wife...,https://www.canindia.com/johnny-depp-heads-to-uk-court-of-appeal-in-a-bid-to-overturn-wife-beater-libel-ruling/
0,"For filmmaker Prakash Jha, 2020 has been revolutionary",https://www.canindia.com/for-filmmaker-prakash-jha-2020-has-been-revolutionary/
0,Chris Pratt to star in and produce karate comedy ‘The Black Belt’,https://www.canindia.com/chris-pratt-to-star-in-and-produce-karate-comedy-the-black-belt/
0,"As actors, our roots are rather shallow: Bryan Cranston",https://www.canindia.com/as-actors-our-roots-are-rather-shallow-bryan-cranston/
0,The shine of acting wore off: Gwyneth Paltrow on losing interest after Oscar win,https://www.canindia.com/the-shine-of-acting-wore-off-gwyneth-paltrow-on-losing-interest-after-oscar-win/
0,Taapsee Pannu talks about her journey towards holistic health,https://www.canindia.com/taapsee-pannu-talks-about-her-journey-towards-holistic-health/
0,Mahesh Manjrekar-starrer ‘Taxi No. 24’ drops first poster,https://www.canindia.com/mahesh-manjrekar-starrer-taxi-no-24-drops-first-poster/
0,Maheep Kapoor wants a sequel to ‘Fabulous Lives Of Bollywood Wives’,https://www.canindia.com/maheep-kapoor-wants-a-sequel-to-fabulous-lives-of-bollywood-wives/
0,Why #Oath4SSR has become the new buzzword on Twitter,https://www.canindia.com/why-oath4ssr-has-become-the-new-buzzword-on-twitter/
0,‘Unconditional self-love’ is Urvashi Rautela’s goal for 2021,https://www.canindia.com/unconditional-self-love-is-urvashi-rautelas-goal-for-2021/
0,First poster of Mahesh Manjrekar-starrer ‘Taxi No. 24’ unveiled,https://www.canindia.com/first-poster-of-mahesh-manjrekar-starrer-taxi-no-24-unveiled/
0,‘Wonder Woman 1984’ addresses complicated truths: Gal Gadot,https://www.canindia.com/wonder-woman-1984-addresses-complicated-truths-gal-gadot/
0,Mohan Kapur roped in for Hollywood web series ‘Ms. Marvel’,https://www.canindia.com/mohan-kapur-roped-in-for-hollywood-web-series-ms-marvel/
0,Lucky Ali’s impromptu gig in Goa goes viral,https://www.canindia.com/lucky-alis-impromptu-gig-in-goa-goes-viral/
0,"Pakistani actress Mahira Khan tests positive for Covid-19, in isolation",https://www.canindia.com/pakistani-actress-mahira-khan-tests-positive-for-covid-19-in-isolation/
0,Nick Jonas to cameo in wife Priyanka Chopra’s romantic drama ‘Text For You’,https://www.canindia.com/nick-jonas-to-cameo-in-wife-priyanka-chopras-romantic-drama-text-for-you/
0,"Rahul Roy back from hospital, to resume shooting in February",https://www.canindia.com/rahul-roy-back-from-hospital-to-resume-shooting-in-february/
0,"I’m gonna ride this tide, rest it out: Kriti Sanon confirms testing positive for...",https://www.canindia.com/im-gonna-ride-this-tide-rest-it-out-kriti-sanon-confirms-testing-positive-for-covid-19/
0,Alfred Molina to reprise role of Doctor Octopus in Spider-Man 3,https://www.canindia.com/alfred-molina-to-reprise-role-of-doctor-octopus-in-spider-man-3/
0,Watching Jason Sudeikis bond with his kids helps Drew Barrymore peel away her fears,https://www.canindia.com/watching-jason-sudeikis-bond-with-his-kids-helps-drew-barrymore-peel-away-her-fears/
0,"Tina Turner opens up about son Craig’s suicide, says she misses him ‘as much...",https://www.canindia.com/tina-turner-opens-up-about-son-craigs-suicide-says-she-misses-him-as-much-as-ever/
0,Why Gauahar Khan always wanted a winter wedding,https://www.canindia.com/why-gauahar-khan-always-wanted-a-winter-wedding/
0,Popular TV actress VJ Chitra found dead in Chennai hotel room,https://www.canindia.com/popular-tv-actress-vj-chitra-found-dead-in-chennai-hotel-room/
0,"Aamir Khan’s daughter Ira Khan dazzles in a yellow bikini, chills in a bathtub...",https://www.canindia.com/aamir-khans-daughter-ira-khan-dazzles-in-a-yellow-bikini-chills-in-a-bathtub-during-lonavala-getaway/
0,How ‘Zidd’ challenged Amit Sadh to go on a creative quest,https://www.canindia.com/how-zidd-challenged-amit-sadh-to-go-on-a-creative-quest/
0,"Filmmakers Patty Jenkins, Aaron Sorkin against simultaneous film release model",https://www.canindia.com/filmmakers-patty-jenkins-aaron-sorkin-against-simultaneous-film-release-model/
0,True Blood reboot in the works at HBO,https://www.canindia.com/true-blood-reboot-in-the-works-at-hbo/
0,Salman Khan shares a picture of him farming in the lap of ‘Mother Earth’,https://www.canindia.com/salman-khan-shares-a-picture-of-him-farming-in-the-lap-of-mother-earth/
0,"Sunny Leone, Arjun Rampal cast in period drama based on the Battle of Bhima...",https://www.canindia.com/sunny-leone-arjun-rampal-cast-in-period-drama-based-on-the-battle-of-bhima-koregaon/
0,"NCB nabs Bollywood hairstylist Suraj Godambe, drug peddler in Sushant Singh Rajput death probe",https://www.canindia.com/ncb-nabs-bollywood-hairstylist-suraj-godambe-drug-peddler-in-sushant-singh-rajput-death-probe/
0,"Shloka, Akash Ambani become proud parents of a baby boy",https://www.canindia.com/shloka-akash-ambani-become-proud-parents-of-a-baby-boy/
0,"Just because we’re on TV, it doesn’t make us superheroes: Taraji P. Henson",https://www.canindia.com/just-because-were-on-tv-it-doesnt-make-us-superheroes-taraji-p-henson/
0,Did you know Ridley Scott was the 5th choice to direct ‘Alien’?,https://www.canindia.com/did-you-know-ridley-scott-was-the-5th-choice-to-direct-alien/
0,Deepika Padukone’s smile makes it to ‘Authentic Smiles’ exhibit at Athens airport,https://www.canindia.com/deepika-padukones-smile-makes-it-to-authentic-smiles-exhibit-at-athens-airport/
0,Sonu Sood tops UK’s 2020 Global Asian Celebrity list,https://www.canindia.com/sonu-sood-tops-uks-2020-global-asian-celebrity-list/
0,People are united: Abhay Deol notes the ‘nicest part’ of farmers’ protest,https://www.canindia.com/people-are-united-abhay-deol-notes-the-nicest-part-of-farmers-protest/
0,Netflix drops AK vs AK trailer: Anurag Kashyap & Anil Kapoor’s rivalry is as...,https://www.canindia.com/netflix-drops-ak-vs-ak-trailer-anurag-kashyap-anil-kapoors-rivalry-is-as-real-as-it-gets/
0,Miley Cyrus says she is having a lot of ‘FaceTime sex’ amid Covid,https://www.canindia.com/miley-cyrus-says-she-is-having-a-lot-of-facetime-sex-amid-covid/
0,Some of us are born old: Kangana Ranaut reveals why she never played with...,https://www.canindia.com/some-of-us-are-born-old-kangana-ranaut-reveals-why-she-never-played-with-kids/
0,Gal Gadot is thrilled with initial reactions to ‘Wonder Woman 1984’,https://www.canindia.com/gal-gadot-is-thrilled-with-initial-reactions-to-wonder-woman-1984/
0,"Salman Khan’s sister Arpita smashes plates in a Dubai restaurant, video goes viral",https://www.canindia.com/salman-khans-sister-arpita-smashes-plates-in-a-dubai-restaurant-video-goes-viral/
0,Letitia Wright deletes her social media accounts after backlash over anti-vax video,https://www.canindia.com/letitia-wright-deletes-her-social-media-accounts-after-backlash-over-anti-vax-video/
0,Rita Ora wants to make money so her ‘parents never have to work again’,https://www.canindia.com/rita-ora-wants-to-make-money-so-her-parents-never-have-to-work-again/
0,Kangana Ranaut shares stills from ‘Thalaivi’ on Jayalalithaa’s death anniversary,https://www.canindia.com/kangana-ranaut-shares-stills-from-thalaivi-on-jayalalithaas-death-anniversary/
0,"TV star Divya Bhatnagar succumbs to Covid-19 at 34, co-actors in shock",https://www.canindia.com/tv-star-divya-bhatnagar-succumbs-to-covid-19-at-34-co-actors-in-shock/
0,"PETA India names Sonu Sood, Shraddha Kapoor Hottest Vegetarians of 2020",https://www.canindia.com/peta-india-names-sonu-sood-shraddha-kapoor-hottest-vegetarians-of-2020/
0,‘Lucky’ directors Radhika Rao and Vinay Sapru on completing 20 yrs in industry,https://www.canindia.com/lucky-directors-radhika-rao-and-vinay-sapru-on-completing-20-yrs-in-industry/
0,"Tom Cruise blasts ‘Mission: Impossible’ crew for breaching Covid-19 protocols, leaked audio goes viral",https://www.canindia.com/tom-cruise-blasts-mission-impossible-crew-for-breaching-covid-19-protocols-leaked-audio-goes-viral/
0,Kirti Kulhari: Pankaj Tripathi ‘very simple and easy to work with’,https://www.canindia.com/kirti-kulhari-pankaj-tripathi-very-simple-and-easy-to-work-with/
0,Gal Gadot talks about the complexity of being Wonder Woman as she shares exclusive...,https://www.canindia.com/gal-gadot-talks-about-the-complexity-of-being-wonder-woman-as-she-shares-exclusive-sneak-peek-of-her-film/
0,Christopher Nolan doesn’t have a smartphone,https://www.canindia.com/christopher-nolan-doesnt-have-a-smartphone/
